common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size,label,_key,length
Oaxacan Pigmy Salamander ,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.92,47.0,22.0,22.0,4.6,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,6,6,2500.0,0,0,4.0,4.0,0.0,0.0,3.3,0,0.0,Thorius_minutissimus,139,21.2059870000001
Werler's false brook salamander ,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.05,98.26,53.02,53.02,12.82,6.58,6.62,12.46,13.82,0,13,0,1.0,42,44,19,19,1650.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.1,0,0.0,Pseudoeurycea_werleri,140,17.001644
unknown,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,bolitoglossa,1.0,130.75,57.5,66.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,0,0,0,0,1250.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_mombachoensis,141,1.67564300000005
South Carolina Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.12,113.4,72.0,72.0,0,0.0,0.0,0.0,0.0,0,16,0,0.0,0,0,0,0,6.0,0,0,0.0,0.0,0.0,0.0,0.0,0,5.3,Plethodon_variolatus,142,0.726409000000023
Four-toed Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Hemidactyliinae,Hemidactylium,unknown,0.75,92.8,42.0,42.0,7.4,4.29,4.18,8.21,9.22,0,13.5,0,0.0,0,4,1,1,1000.0,Terrestrial,Terrestrial,4.0,4.0,32.45,28.0,0.0,30,3.0,Hemidactylium_scutatum,143,88.2852440000001
unknown,LC,stable,Spelerpes_Bocourti,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,1.2,134.32,73.0,73.0,9.46,6.42,6.38,11.84,12.56,0,0,0,1.0,0,0,0,0,3000.0,0,0,5.0,4.0,56.5,26.0,0.0,0,0.0,Bolitoglossa_morio,144,4.24726300000005
unknown,CR,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.0,181.0,63.0,61.0,12.7,0.0,0.0,21.3,24.0,0,13,0,0.0,0,0,0,0,200.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,12.0,ovovip,0.0,Lyciasalamandra_billae,145,6.46908600000005
Tsushima Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,142.0,66.5,66.5,11.86,7.16,8.48,14.16,17.5,0,13,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,16.48,56.0,0.0,0,0.0,Hynobius_tsuensis,146,7.05935700000002
unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,14.2,80.28,75.0,75.0,7.17,5.51,5.34,8.15,9.53,0,0,0,1.0,0,0,0,0,3650.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_adspersa,147,15.279629
Northern Spectacled Salamander,LC,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrininae,Salamandrina,unknown,0.75,130.0,35.0,35.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1900.0,Terrestrial,Terrestrial,4.0,4.0,0.0,0.0,0.0,60,3.7,Salamandrina_perspicillata,148,10.5831870000001
Mole Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.6,120.0,63.5,63.5,18,9.175,10.7,17.6,24.0,0,10.5,0,0.0,0,0,7,7,700.0,semiaquatic,Semiaquatic,5.0,4.0,29.71,28.0,14.0,99,1.4,Ambystoma_talpoideum,149,41.6437850000001
Alisan's Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,115.0,69.0,65.7,15.2,0.0,0.0,16.4,18.7,0,12,0,0.0,0,0,29,29,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,58.0,11.2,8,0.0,Hynobius_arisanensis,150,2.66979700000005
Mount Lyell Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.76,104.0,52.8,52.8,9.6,6.77,5.57,13.0,15.53,0,13,0,1.0,1,0,P,P,3660.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,50.0,28.0,11.0,14,3.8,Hydromantes_platycephalus,151,4.44653700000005
Longtail Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.53,197.0,60.0,61.0,14,6.06,6.35,14.23,16.46,0,13.5,0,0.0,0,0,12,12,700.0,troglodytic-aquatic-terrestrial,Terrestrial-Aquatic,5.0,4.0,27.35,28.0,8.0,106,3.0,Eurycea_longicauda,152,5.24987400000007
Cochran's Salamander ,EN,decreasing,Bolitoglossa_cochranae,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.32,100.0,57.0,57.0,9.1,5.87,7.23,11.21,11.59,0,13,0,1.0,29,29,13.5,13.5,2800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Pseudoeurycea_cochranae,153,7.65989100000002
unknown,CR,decreasing,Ixalotriton_parva; Pseudoeurycea_parva,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Ixalotriton,unknown,1.2,77.0,38.1,38.1,9.3,2.9,4.3,9.3,10.2,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Ixalotriton_parvus,154,14.2699320000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.51,136.0,46.0,46.0,0,0.0,0.0,0.0,0.0,0,19,0,0.0,0,0,0,0,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_stenopodia,155,23.5447440000001
Southern Marbled Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.28,140.0,54.9,54.9,12.55,7.84,8.37,17.59,18.55,0,0,0,0.0,0,0,0,0,1450.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,26.96,0.0,0.0,150,0.0,Triturus_pygmaeus,156,2.97616100000005
Tokyo Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.0,131.73,64.0,66.5,27.5,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,56.0,27.5,0,0.0,Hynobius_tokyoensis,157,10.8750980000001
Black False Brook Salamander,EN,decreasing,Bolitoglossa_melanomolga,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.13,102.99,72.0,72.0,9.42,6.01,6.61,12.14,13.84,0,11,0,1.0,32,34,14-15,14-15,4000.0,Terrestrial,Terrestrial,5.0,4.0,39.7,26.0,11.4,0,0.0,Pseudoeurycea_melanomolga,158,1.57051299999999
Redbelly Newt,LC,stable,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Taricha,unknown,0.82,195.0,69.1,69.1,14.75,10.15,10.2,24.95,25.75,0,0,0,0.0,0,0,0,0,450.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,32.93,22.0,0.0,15,2.75,Taricha_rivularis,159,10.2367730000001
Webster's Salamander,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,welleri,1.21,82.0,45.0,45.0,0,0.0,0.0,0.0,0.0,0,18,0,0.0,0,0,0,0,274.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,8,3.0,Plethodon_websteri,160,21.7874950000001
unknown,DD,unknown,Oedipina_serpens,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.43,255.0,77.0,77.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,600.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_collaris,161,14.7273340000001
unknown,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.76,110.7,47.9,47.9,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,1,1,17,10,1300.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_leptopoda,162,19.6565060000001
Monte Albo Cave Salamander,VU,stable,Speleomantes_flavus,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.55,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1040.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Hydromantes_flavus,163,8.65049800000005
San Gabriel Springs Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.12,50.0,37.95,37.95,0,0.0,0.0,0.0,0.0,17,16,0,0.0,0,0,0,0,280.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Eurycea_naufragia,164,1.91997100000005
French Cave Salamander,NT,stable,Speleomantes_strinatii,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.12,123.0,60.0,60.0,0,0.0,0.0,17.5,19.0,0,11,0,1.0,0,0,P,P,1800.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Hydromantes_strinatii,165,8.14015400000008
Larch Mountain Salamander,NT,stable,Plethodon_vandykei_larselli,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,neomexicanus,1.33,105.0,45.0,50.0,0,0.0,0.0,0.0,0.0,0,15,0,1.0,0,0,0,0,1200.0,Terrestrial,Terrestrial,5.0,4.0,48.55,28.0,0.0,11,4.3,Plethodon_larselli,166,22.9380430000001
Van Dyke's Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vandykei,1.07,97.57,53.7,53.7,8.7,5.97,5.03,12.83,15.17,0,14,0,1.0,0,0,11,11,1560.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,69.3,28.0,7.5,14,5.0,Plethodon_vandykei,167,6.43779600000008
Wanggao Warty Newt,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.05,196.0,88.0,80.0,34,0.0,0.0,29.0,30.0,0,0,0,0.0,0,0,0,0,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,20.0,0,3.0,Paramesotriton_fuzhongensis,168,4.50260700000005
unknown,DD,unknown,Bolitoglossa_altamazonica,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.0,74.69,40.99,40.99,6.65,4.43,4.71,8.08,8.45,0,0,0,1.0,0,0,0,0,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_paraensis,169,11.904774
unknown,CR,decreasing,Pseudoeurycea_nigra; Pseudoeurycea_niger,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Ixalotriton,unknown,0.0,131.59,55.91,55.91,9.14,7.35,6.61,17.24,18.5,0,0,0,0.0,1,1,P,P,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Ixalotriton_niger,170,14.2699320000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Nyctanolis,unknown,0.88,150.0,70.0,70.0,8.5,5.3,3.5,11.8,13.9,0,0,0,0.0,0,1,0,0,0.0,0,0,5.0,4.0,28.0,26.0,0.0,0,0.0,Nyctanolis_pernix,171,54.3851990000001
Cave Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.65,181.0,62.87,62.87,16,8.76,6.38,18.6,20.47,0,14.5,0,1.0,0,0,20,20,730.0,troglodytic-aquatic-terrestrial,Terrestrial-Aquatic,5.0,4.0,20.775,28.0,10.0,120,5.0,Eurycea_lucifuga,172,10.1367730000001
Worm Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.49,179.6,57.5,62.9,9.1,0.0,0.0,0.0,9.0,0,18,0,1.0,58,2,21,19,1800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0,Oedipina_tomasi,173,19.9774890000001
Chinese Warty Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Paramesotriton,unknown,1.04,151.0,76.9,75.5,16.7,10.05,8.85,22.8,23.65,0,0,0,0.0,0,0,0,0,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,43.09,24.0,16.0,0,0.0,Paramesotriton_chinensis,174,10.035837
unknown,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.88,98.1,47.25,47.25,6.95,5.45,5.98,8.88,9.6,0,0,0,1.0,0,0,0,0,1000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_sima,175,10.3727170000001
Texas Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.18,100.0,32.2,32.2,8,3.28,3.22,5.85,6.85,0,16,0,0.0,0,0,0,0,450.0,troglodytic-aquatic,Aquatic,5.0,4.0,25.8,0.0,6.0,19,2.0,Eurycea_neotenes,176,0.729553000000078
Tsinpa Salamander,VU,decreasing,Ranodon_tsinpaensis,False,Cryptobranchoidea,Hynobiidae,unknown,Liua,unknown,1.0,129.5,66.0,66.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Liua_tsinpaensis,177,7.87470900000008
Apalachicola Dusky Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,0.94,110.0,54.63,54.63,10.2,2.7,6.4,7.5,0.0,0,14,0,1.0,1,1,0,0,171.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.2,0,0.0,Desmognathus_apalachicolae,178,11.8537580000001
unknown,CR,decreasing,Batrachuperus_gorganensis,True,Cryptobranchoidea,Hynobiidae,unknown,Paradactylodon,unknown,0.0,226.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,11.5,0,0.0,0,0,P,P,830.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Paradactylodon_gorganensis,179,3.81981400000005
Northern Banded Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Ommatotriton,unknown,0.98,170.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2700.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,33.83,0.0,0.0,240,0.0,Ommatotriton_ophryticus,180,11.3591540000001
Northwestern Salamander,LC,stable,unknown,False,Salamandroidea,Ambystomatidae,unknown,Ambystoma,unknown,1.0,220.0,77.867,82.0,17.267,11.933,11.9,27.1,30.133000000000003,0,11,0,0.0,0,0,P,P,3110.0,semiaquatic,Semiaquatic,5.0,4.0,42.0,28.0,0.0,126,3.0,Ambystoma_gracile,181,26.2356710000001
Three-lined Salamander,LC,stable,Eurycea_guttolineata_longicauda,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.68,200.0,51.0,51.0,11,0.0,6.5,12.36,15.0,0,13.5,0,0.0,0,0,12,12,1000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Eurycea_guttolineata,182,5.24987400000007
Longtail False Brook Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.02,130.0,65.3,65.3,14.2,5.28,5.73,10.45,11.9,0,0,0,0.0,43,5,23,23,3000.0,Terrestrial,Terrestrial,0.0,0.0,0.0,0.0,9.1,0,0.0,Pseudoeurycea_longicauda,183,4.74197599999999
Ridge Tail Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.42,98.6,58.0,58.0,14.1,4.0,0.0,11.8,12.7,0,0,0,0.0,47,6,22,22,2150.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.2,0,0.0,Pseudoeurycea_obesa,184,15.371049
Chuxiong Fire-bellied Newt,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Cynops,unknown,0.95,115.0,58.97,58.97,0,0.0,0.0,0.0,0.0,0,13,0,1.0,0,0,P,P,2600.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Cynops_cyanurus,185,17.5008850000001
Imitator Salamander,LC,stable,Desmognathus_fuscus_imitator,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,0.86,110.0,46.06,46.06,9.54,5.86,4.8,9.72,13.12,0,14,0,0.0,0,0,0,0,2024.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0,Desmognathus_imitator,186,14.6108740000001
Columbia Torrent Salamander,NT,stable,unknown,False,Salamandroidea,Rhyacotritonidae,unknown,Rhyacotriton,unknown,1.6,115.0,59.0,59.0,10.5,5.85,4.9,12.0,14.5,0,14.5,0,0.0,0,1,1,1,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,9.0,16,0.0,Rhyacotriton_kezeri,187,12.0356740000001
Central Georgia Slimy Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.24,114.6,81.0,81.0,15,0.0,0.0,14.0,15.0,0,16,0,0.0,0,0,6,6,49.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,0,0.0,Plethodon_ocmulgee,188,0.942719000000052
Garden Slender Salamander,LC,stable,Batrachoseps_aridus,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Batrachoseps,unknown,0.76,160.0,53.3,53.3,7.44,4.64,3.62,6.58,7.24,0,19,0,0.0,0,0,0,0,1500.0,0,0,4.0,4.0,31.52,0.0,0.0,0,0.0,Batrachoseps_major,189,4.14922800000011
Yonahlossee Salamander,LC,stable,Plethodon_longicrus,False,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,1.22,220.0,81.2,81.2,17,9.08,8.44,20.06,24.08,0,15.5,0,0.0,0,0,17,17,1737.0,Terrestrial,Terrestrial,5.0,4.0,30.75,28.0,0.0,24,0.0,Plethodon_yonahlossee,190,14.3261590000001
Luschan's Salamander ,VU,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,0.97,140.0,71.0,71.0,18,0.0,0.0,23.0,25.0,0,0,0,0.0,0,0,0,0,800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,11.5,ovovip,0.0,Lyciasalamandra_luschani,191,9.08537200000005
unknown,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,0.73,147.0,62.0,62.0,9.14,6.52,7.38,12.3,12.56,0,0,0,1.0,0,0,0,0,1750.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_schizodactyla,192,11.870484
Danube Crested Newt,NT,decreasing,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Triturus,unknown,1.4,160.0,67.2,67.2,0,0.0,0.0,0.0,0.0,16.5,0,0,0.0,0,0,0,0,300.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.55,0.0,0.0,250,3.5,Triturus_dobrogicus,193,6.98187200000005
Guabangshan Asian Salamander (,DD,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.4,151.0,85.2,87.5,21.6,0.0,0.0,26.7,27.7,0,13,0,0.0,0,0,P,P,800.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,56.0,18.8,90,2.0,Hynobius_guabangshanensis,194,3.72888300000005
Dwarf Black-bellied Salamander,DD,unknown,Desmognathus_quadramaculatus,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,1.3,143.0,81.0,75.0,11.3,0.0,9.5,12.8,18.4,0,14,0,0.0,0,0,0,0,834.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,13.7,0,0.0,Desmognathus_folkertsi,195,13.3932050000001
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bradytriton,unknown,1.4,74.5,46.2,48.75,8,4.8,5.5,9.3,9.6,0,0,0,0.0,1,1,P,P,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0,Bradytriton_silus,196,51.1576940000001
unknown,EN,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Lyciasalamandra,unknown,1.2,139.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,650.0,Terrestrial-saxicalous,Terrestrial,5.0,4.0,0.0,0.0,0.0,ovovip,0.0,Lyciasalamandra_antalyana,197,6.46908600000005
Korean crevice salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Karsenia,unknown,1.1,105.6,42.0,42.0,12,4.5,2.5,9.9,12.2,17,14.5,0,1.0,1,7,17.5,17.5,210.0,Terrestrial,Terrestrial,5.0,4.0,52.1,28.0,0.0,0,0.0,Karsenia_koreana,198,50.5317840000001
Allegheny Mountain Dusky Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Desmognathus,unknown,0.95,110.0,41.17,41.17,7.92,5.09,4.62,7.71,11.17,0,14,0,1.0,0,0,0,6,1463.0,Terrestrial ,Terrestrial,5.0,4.0,15.585,0.0,5.5,37,3.0,Desmognathus_ochrophaeus,199,7.88428000000011
unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Chiropterotriton,unknown,1.3,61.31,35.0,35.0,6.18,3.89,3.46,8.03,9.07,0,11,0,1.0,0,0,0,0,1200.0,0,0,5.0,4.0,28.5,0.0,0.0,0,0.0,Chiropterotriton_lavae,200,22.3715500000001
Corsican Brook Salamander,LC,stable,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Euproctus,unknown,1.0,100.0,52.0,48.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2260.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,23.1,24.0,0.0,60,4.1,Euproctus_montanus,201,16.6763920000001
unknown,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,1.0,213.0,107.3,107.5,0,0.0,0.0,0.0,0.0,0,12,0,0.0,0,0,0,0,1970.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Pseudohynobius_shuichengensis,202,8.54409100000008
unknown,NT,stable,Bolitoglossa_resplendens,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,magnidigita,0.0,126.66,70.23,70.23,10.71,7.3,8.27,15.73,17.36,0,0,0,0.0,0,0,0,0,3000.0,0,0,0.0,0.0,52.7,26.0,0.0,0,0.0,Bolitoglossa_lincolni,203,9.21749300000011
Maoershan Asian Salamander,LC,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,160.2,91.0,83.6,23.1,0.0,0.0,29.2,30.5,0,12,0,0.0,0,0,0,0,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,58.0,19.5,45,0.0,Hynobius_maoershanensis,204,3.72888300000005
Two-toed Amphiuma,LC,unknown,unknown,False,Salamandroidea,Amphiumidae,unknown,Amphiuma,unknown,3.0,654.2,404.5,398.1,43.267,19.617,28.116999999999997,9.783,13.95,0,58,0,0.0,0,0,0,0,200.0,aquatic,Aquatic,2.0,2.0,81.90333333,28.0,22.5,354,10.0,Amphiuma_means,205,7.50292200000011
unknown,EN,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Oedipina,unknown,0.73,128.0,54.0,0.0,0,0.0,0.0,0.0,0.0,0,19.5,0,0.0,0,0,0,0,260.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Oedipina_carablanca,206,28.3665150000001
Blotched Salamander,LC,stable,Salamandra_naevia,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,155.0,74.1,74.1,26.4,8.4,9.9,16.5,17.5,16.5,12,0,0.0,0,0,0,0,1000.0,semiaquatic,Semiaquatic,5.0,4.0,20.45,56.0,20.4,36,0.0,Hynobius_naevius,207,9.17870300000005
Georgia Blind Salamander,VU,unknown,Eurycea_wallacei,False,Salamandroidea,Plethodontidae,Spelerpinae,Haideotriton,unknown,1.3,75.5,42.0,42.0,12.5,3.1,1.5,6.15,6.55,0,12,0,0.0,0,0,0,0,60.0,troglodytic-aquatic,Aquatic,5.0,4.0,26.4,0.0,8.0,0,0.0,Haideotriton_wallacei,208,9.05319100000005
unknown,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Dendrotriton,unknown,0.0,0.0,35.0,35.0,0,0.0,0.0,0.0,0.0,0,0,0,1.0,1,0,0,0,2700.0,0,0,0.0,0.0,36.9,26.0,0.0,0,0.0,Dendrotriton_bromeliacius,209,12.8380500000001
Red Salamander,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Pseudotriton,unknown,1.6,180.0,82.75,82.75,17,7.59,8.89,13.04,16.03,0,17,0,0.0,0,0,1,1,1500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.035,28.0,10.0,130,4.0,Pseudotriton_ruber,210,10.3900940000001
unknown,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,eladinea,1.25,169.0,94.0,94.0,0,0.0,0.0,0.0,0.0,0,0,1,1.0,1,1,42.7,42.7,3000.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,Bolitoglossa_nigrescens,211,16.337952
unknown,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Bolitoglossa,nanotriton,0.0,63.42,36.64,36.64,7.14,4.86,4.18,7.92,8.08,0,0,0,1.0,0,0,0,0,1500.0,0,0,5.0,4.0,42.3,26.0,0.0,0,0.0,Bolitoglossa_rufescens,212,20.3760510000001
Ambrosi's Cave Salamander,NT,stable,Speleomantes_ambrosii,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.6,123.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,2432.0,Terrestrial-troglodytic,Terrestrial,0.0,0.0,0.0,0.0,0.0,14,6.0,Hydromantes_ambrosii,213,5.49021500000008
