species,common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size
Pseudoeurycea_boneti,Oaxacan false brook salamander,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.3,172.45,94.56,94.56,14.04,10.09,11.9,19.69,21.8,0,0,0,0.0,0,0,0,0,0.0,Terrestrial ,Terrestrial,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_brunnata,Brown Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.0,104.2,52.07,52.07,8.47,6.33,6.27,12.93,14.7,0,13,0,1.0,25,25,0,0,2800.0,0,0,0.0,0.0,42.1,26.0,0.0,0,0.0
Pseudoeurycea_cafetalera,Coffee Grove Salamander,unknown,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.15,85.6,45.5,49.9,0,0.0,0.0,0.0,0.0,0,0,0,0.0,1,1,24,31.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_cephalica,Chunky Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.05,115.0,60.0,60.0,8.42,6.03,5.9,12.04,13.52,0,0,0,1.0,1,1,26,26.8,3000.0,Terrestrial,Terrestrial,5.0,4.0,40.2,26.0,22.0,0,0.0
Pseudoeurycea_cochranae,Cochran's Salamander ,EN,decreasing,Bolitoglossa_cochranae,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.32,100.0,57.0,57.0,9.1,5.87,7.23,11.21,11.59,0,13,0,1.0,29,29,13.5,13.5,2800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_conanti,Conant's Salamander ,EN,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.05,112.0,56.0,56.0,12.3,0.0,0.0,10.0,12.0,0,13,0,1.0,38,9,42,42,900.0,Fossorial,Terrestrial,5.0,4.0,0.0,0.0,9.1,0,0.0
Pseudoeurycea_exspectata,unknown,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.06,131.0,51.8,51.8,8.18,6.12,7.28,12.02,13.34,0,0,0,0.0,0,0,0,0,2525.0,0,0,0.0,0.0,0.0,0.0,0.0,22.5,0.0
Pseudoeurycea_firscheini,Firshein's Salamander ,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.1,120.0,60.0,60.0,6.99,4.91,5.06,9.8,11.26,0,14,0,1.0,42,44,34,34,2100.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,0,0.0
Pseudoeurycea_gadovii,Gadow's false brook salamander ,EN,decreasing,Oedipus_gadovii,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.07,174.0,63.0,63.0,5.93,4.2,3.07,7.0,7.87,0,13,0,0.0,0,5,17,17,5000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_galeanae,Galeana False Brook Salamander ,NT,unknown,Bolitoglossa_galeanae,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.1,135.0,75.0,75.0,8.58,5.75,5.98,11.73,13.38,0,13,0,1.0,29,59,20-18,20-18,2800.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,11.5,0,0.0
Pseudoeurycea_gigantea,Oaxacan Giant Salamander,CR,decreasing,Oedipus_giganteus,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.35,281.0,161.0,161.0,8.63,6.49,6.74,10.95,11.71,0,11,0,1.0,67,68,25-25,25-25,2200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,17.0,0,0.0
Pseudoeurycea_goebeli,Goebel's Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.12,123.0,52.74,52.74,8.86,5.92,6.44,12.42,14.16,0,13,0,1.0,1,1,1,1,3200.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.0,0,0.0
Pseudoeurycea_juarezi,Sierra Juarez salamander ,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.03,110.0,55.0,55.0,10.5,5.14,4.76,9.05,10.06,0,0,0,1.0,1,1,15-15,15-15,2900.0,Terrestrial,Terrestrial,5.0,4.0,27.2,26.0,7.5,20,0.0
Pseudoeurycea_leprosa,unknown,VU,decreasing,Spelerpes_leprosa ,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.33,130.0,65.0,65.0,8.65,5.58,5.4,11.2,11.68,0,0,0,0.0,0,0,0,0,3600.0,0,0,5.0,4.0,27.8,26.0,7.62,0,0.0
Pseudoeurycea_lineola,Veracruz Worm Salamander,EN,decreasing,Lineatriton_lineolus; Pseudoeurycea_lineolus,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.64,134.0,44.0,44.0,3.71,2.86,2.76,2.94,2.6,15,14,0,1.0,0,0,10,11,1200.0,Terrestrial,Terrestrial,5.0,4.0,30.5,26.0,0.0,0,0.0
Pseudoeurycea_longicauda,Longtail False Brook Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.02,130.0,65.3,65.3,14.2,5.28,5.73,10.45,11.9,0,0,0,0.0,43,5,23,23,3000.0,Terrestrial,Terrestrial,0.0,0.0,0.0,0.0,9.1,0,0.0
Pseudoeurycea_lynchi,Veracruz Green Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.01,116.9,58.3,53.5,11.7,5.4,6.05,11.93,12.95,0,13,0,0.0,63-88,2-7,25-40,36,2300.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.9,0,0.0
Pseudoeurycea_maxima,Southern Giant Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.02,243.6,125.0,128.1,26.9,7.1,21.8,24.9,27.6,0,13,0,0.0,72-112,2-13,46-78,46-78,750.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,22.4,0,0.0
Pseudoeurycea_melanomolga,Black False Brook Salamander,EN,decreasing,Bolitoglossa_melanomolga,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.13,102.99,72.0,72.0,9.42,6.01,6.61,12.14,13.84,0,11,0,1.0,32,34,14-15,14-15,4000.0,Terrestrial,Terrestrial,5.0,4.0,39.7,26.0,11.4,0,0.0
Pseudoeurycea_mixcoatl,Brown-streaked Salamander,DD,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.985,115.7,65.0,65.0,13.5,4.0,9.8,15.0,15.5,0,0,0,0.0,1,1,31,31,2600.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,8.6,0,0.0
Pseudoeurycea_mixteca,unknown,LC,stable,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.12,103.2,55.8,58.6,0,2.3,6.9,10.8,11.7,0,13,0,0.0,21-31,4,11,11,3080.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.3,0,0.0
Pseudoeurycea_mystax,Mustache Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.4,99.0,55.0,55.0,10.7,6.8,8.1,15.6,18.0,0,14,0,1.0,27,6,51,60,2050.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.4,0,0.0
Pseudoeurycea_naucampatepetl,Cofre de Perote Salamander ,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.26,149.4,83.0,83.0,17.8,4.27,8.33,16.73,19.53,0,13,0,0.0,68-98,3-4,37-44,26-46,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,12.2,0,0.0
Pseudoeurycea_nigromaculata,Black-spotted salamander,CR,decreasing,Bolitoglossa_nigromaculata,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.8,112.0,56.0,56.0,6.59,4.89,5.89,8.56,9.3,0,13,0,1.0,50,50,22-22,22-22,1670.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.0,19.5,0.0
Pseudoeurycea_obesa,Ridge Tail Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.42,98.6,58.0,58.0,14.1,4.0,0.0,11.8,12.7,0,0,0,0.0,47,6,22,22,2150.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.2,0,0.0
Pseudoeurycea_orchileucos,Sierra de Ju�rez worm salamander ,EN,decreasing,Lineatriton_orchileucos,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.485,101.0,33.0,33.0,5.7,0.0,0.0,0.0,0.0,0,13,0,0.0,1,1,14-16,14-16,1390.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.6,0,0.0
Pseudoeurycea_orchimelas,Sierra de Los Tuxtlas worm salamander,EN,decreasing,Lineatriton_orchimelas,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.474,115.0,33.0,37.0,5.3,3.15,2.35,3.1,2.95,0,13,0,0.0,1,1,16-19,10-22,1300.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.7,0,0.0
Pseudoeurycea_papenfussi,Muscular Salamander,NT,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.11,170.02,84.8,89.4,19.3,3.4,0.0,19.4,20.9,0,0,Subterminal,0.0,6,23-24,11-12,11-12,2900.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,12.3,0,0.0
Pseudoeurycea_praecellens,Admirable false brook salamander,CR,decreasing,Parvimolge_praecellens,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.67,65.0,35.0,35.0,9.4,1.6,0.0,8.9,9.4,16,13,0,1.0,1,75,1,1,0.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.0,0,0.0
Pseudoeurycea_quetzalanensis,Cuetzalan Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.07,63.4,39.0,32.8,8.9,1.7,4.9,9.2,9.3,0,13,0,1.0,59,4,27,23.8,1400.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,6.4,0,0.0
Pseudoeurycea_rex,Royal false brook salamander,CR,decreasing,Oedipus_rex,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.934,99.0,46.88,46.88,7.37,5.28,5.59,9.78,10.84,0,13,0,1.0,0,0,9,9,4000.0,Terrestrial,Terrestrial,5.0,4.0,36.9,26.0,5.25,0,0.0
Pseudoeurycea_robertsi,Robert's false brook salamander,CR,stable,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.14,98.42,57.0,57.0,8.2,6.04,7.38,12.42,13.08,0,13,0,0.0,19.5,5,8.5,8.5,3600.0,Terrestrial,Terrestrial,5.0,4.0,52.4,26.0,8.9,0,0.0
Pseudoeurycea_ruficauda,Orange tailed agile salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.124,0.0,45.0,45.0,7.4,1.7,3.6,7.3,7.9,0,13,0,0.0,45,7,14,14,2290.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,4.6,0,0.0
Pseudoeurycea_saltator,Leaping false brook salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.01,83.78,45.0,48.0,7.81,5.27,4.68,11.67,12.89,14,13,0,0.0,60,5,28,28,2050.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,6.0,0,0.0
Pseudoeurycea_scandens,Tamaulipan false brook salamander),VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.9840000000000001,90.67,71.0,71.0,7.7,6.0,6.67,13.4,14.03,15,13,0,1.0,55,55,20.5,20.5,1800.0,Troglodytic,Aquatic,5.0,4.0,0.0,0.0,11.0,0,0.0
Pseudoeurycea_smithi,Smith's false brook salamander,CR,decreasing,Oedipus_smithi,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.91,145.0,69.0,69.0,8.78,6.18,7.26,12.16,13.32,0,13,0,1.0,20-22,9,12-13,12-13,3000.0,Terrestrial,Terrestrial,5.0,4.0,40.3,26.0,12.0,0,0.0
Pseudoeurycea_tenchalli,Bearded salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.3,76.2,45.0,45.0,10,3.4,6.8,11.3,10.4,0,0,0,0.0,1,1,21,21,2560.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,7.3,0,0.0
Pseudoeurycea_teotepec,Teotepec slamander,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.23,112.84,62.2,62.2,12.2,3.8,10.5,14.2,14.5,0,0,0,0.0,1,1,23,23,3425.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.2,0,0.0
Pseudoeurycea_tlahcuiloh,Green-flecked salamander,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.0,120.9,58.2,62.0,13.5,4.0,9.1,15.4,16.6,0,0,0,0.0,1,1,27,27,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.2,0,0.0
Pseudoeurycea_tlilicxitl,unknown,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.0,0.0,64.0,64.0,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,3500.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Pseudoeurycea_unguidentis,Claw-toothed Salamander,CR,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,0.8,150.0,64.0,64.0,16,6.1,5.85,13.3,14.85,0,0,0,1.0,18,16,13-14,13-14,3000.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,10.1,0,0.0
Pseudoeurycea_werleri,Werler's false brook salamander ,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Pseudoeurycea,unknown,1.05,98.26,53.02,53.02,12.82,6.58,6.62,12.46,13.82,0,13,0,1.0,42,44,19,19,1650.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,9.1,0,0.0
Pseudohynobius_flavomaculatus,Yellow-spotted Salamander,VU,decreasing,Ranodon_flavomaculatus,False,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,0.96,189.3,92.0,93.5,0,0.0,0.0,0.0,0.0,0,11,0,0.0,0,0,0,0,2165.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudohynobius_guizhouensis,unknown,unknown,unknown,unknown,True,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,1.1,203.4,95.4,106.8,24.1,0.0,0.0,0.0,0.0,17,12.5,0,0.0,0,0,P,P,1700.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudohynobius_jinfo,unknown,unknown,unknown,unknown,True,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,0.82,198.7,86.1,76.1,0,0.0,0.0,0.0,0.0,0,12,0,0.0,0,0,P,P,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudohynobius_kuankuoshuiensis,unknown,DD,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,0.0,0.0,89.0,93.5,24.15,0.0,0.0,0.0,0.0,0,11,0,0.0,0,0,P,P,1500.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudohynobius_puxiongensis,unknown,DD,unknown,Protohynobius_puxiongensis,True,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,1.2,133.0,71.4,0.0,0,0.0,0.0,0.0,0.0,17,13,0,0.0,0,0,P,P,2900.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudohynobius_shuichengensis,unknown,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Pseudohynobius,unknown,1.0,213.0,107.3,107.5,0,0.0,0.0,0.0,0.0,0,12,0,0.0,0,0,0,0,1970.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pseudotriton_montanus,Mud Salamander,LC,unknown,Pseudotriton_diastictus,False,Salamandroidea,Plethodontidae,Spelerpinae,Pseudotriton,unknown,1.4,195.0,74.95,74.95,16,6.85,7.84,12.59,15.87,0,17,0,0.0,0,0,13,13,700.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,23.26666667,28.0,10.0,192,3.5
Pseudotriton_ruber,Red Salamander,LC,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Pseudotriton,unknown,1.6,180.0,82.75,82.75,17,7.59,8.89,13.04,16.03,0,17,0,0.0,0,0,1,1,1500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.035,28.0,10.0,130,4.0
Ranodon_sibiricus,Semirechensk Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Ranodon,unknown,0.0,183.025,85.975,85.975,19.475,9.975,11.625,22.95,27.25,17,0,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,24.075,66.0,0.0,0,0.0
Rhyacotriton_cascadae,Cascade Torrent Salamander,NT,decreasing,unknown,False,Salamandroidea,Rhyacotritonidae,unknown,Rhyacotriton,unknown,1.3,110.0,47.15,47.15,9.5,5.61,4.83,11.11,12.5,0,14.5,0,0.0,0,1,1,1,1219.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,7.5,13,4.2
Rhyacotriton_kezeri,Columbia Torrent Salamander,NT,stable,unknown,False,Salamandroidea,Rhyacotritonidae,unknown,Rhyacotriton,unknown,1.6,115.0,59.0,59.0,10.5,5.85,4.9,12.0,14.5,0,14.5,0,0.0,0,1,1,1,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,9.0,16,0.0
Rhyacotriton_olympicus,Olympic Torrent Salamander,VU,decreasing,unknown,False,Salamandroidea,Rhyacotritonidae,unknown,Rhyacotriton,unknown,1.45,120.0,60.0,60.0,13,5.82,5.16,10.26,12.38,0,14.5,0,0.0,0,1,11,11,1200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,66.6,26.0,9.0,16,4.5
Rhyacotriton_variegatus,Southern Torrent Salamander,LC,stable,unknown,False,Salamandroidea,Rhyacotritonidae,unknown,Rhyacotriton,unknown,1.6,115.0,70.7,70.7,8.5,5.832999999999999,5.332999999999999,10.0,12.067,0,14.5,0,0.0,0,1,62,62,1500.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,0.0,15,3.6
Salamandra_algira,North African Fire Salamander,VU,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.3,230.0,200.0,200.0,25.5,0.0,0.0,34.3,41.2,0,0,0,0.0,0,0,0,0,2450.0,troglodytic-terrestrial,Terrestrial,5.0,4.0,0.0,0.0,18.1,vivi,0.0
Salamandra_atra,Alpine Salamander,LC,decreasing,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.4,155.0,66.767,66.767,12.533,8.7,7.6,20.033,24.2,0,13,0,0.0,0,0,0,0,2430.0,Terrestrial,Terrestrial,5.0,4.0,32.55,24.0,0.0,vivi,0.0
Salamandra_corsica,Corsican Fire Salamander,LC,stable,Salamandra_salamandra_ssp._corsica; Salamandra_salamandra_corsica,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.6,250.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,12,0,0.0,0,0,0,0,1800.0,troglodytic-terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,vivi,0.0
Salamandra_infraimmaculata,Arouss Al Ayn,NT,decreasing,Salamandra_salamandra_ssp._infraimmaculata; Salamandra_salamandra_infraimmaculata; Salamandra_semenovi,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.2,320.0,113.0,113.0,29,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1800.0,Terrestrial,Terrestrial,5.0,4.0,39.3,0.0,21.0,vivi,0.0
Salamandra_lanzai,Lanza's Alpine Salamander,VU,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.2,160.0,95.0,95.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2600.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,0.0,vivi,0.0
Salamandra_salamandra,Common Fire Salamander,LC,decreasing,Salamandra_maculosa,False,Salamandroidea,Salmandridae,Salamandrinae,Salamandra,unknown,1.4,280.0,117.089,117.089,22.333,14.722000000000001,21.033,31.566999999999997,34.089,0,0,0,0.0,0,0,0,0,2500.0,0,0,5.0,4.0,34.17625,24.0,14.0,0,0.0
Salamandrella_keyserlingii,Siberian Newt,LC,stable,Hynobius_michnoi; Isodactylium_schrenckii; Isodactylium_wosnessenskyi,False,Cryptobranchoidea,Hynobiidae,unknown,Salamandrella,unknown,0.0,77.85,45.7,45.7,9.1,6.0,6.6,11.7,11.55,17,0,0,0.0,0,0,0,0,0.0,0,0,4.0,4.0,24.62,62.0,0.0,0,0.0
Salamandrella_tridactyla,unknown,unknown,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Salamandrella,unknown,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Salamandrina_perspicillata,Northern Spectacled Salamander,LC,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrininae,Salamandrina,unknown,0.75,130.0,35.0,35.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1900.0,Terrestrial,Terrestrial,4.0,4.0,0.0,0.0,0.0,60,3.7
Salamandrina_terdigitata,Southern Spectacled Salamander,LC,stable,unknown,False,Salamandroidea,Salmandridae,Salamandrininae,Salamandrina,unknown,0.75,97.6,30.0,30.0,7.64,5.11,3.5,10.13,10.68,0,0,0,0.0,0,0,0,0,1500.0,Terrestrial,Terrestrial,4.0,4.0,20.6,24.0,0.0,vivi,0.0
Siren_intermedia,Lesser Siren,LC,unknown,unknown,False,Sirenoidea,Sirenidae,unknown,Siren,unknown,1.9,690.0,197.2,197.2,21.04,10.76,12.4,16.38,0.0,0,37,0,0.0,0,1,0,0,300.0,Aquatic,Aquatic,0.0,4.0,54.51333333,46.0,12.0,706,3.0
Siren_lacertina,Greater Siren,LC,unknown,unknown,False,Sirenoidea,Sirenidae,unknown,Siren,unknown,2.3,980.0,558.0,558.0,72,12.46,18.32,19.96,0.0,0,38,0,0.0,0,1,0,0,100.0,Aquatic,Aquatic,0.0,4.0,56.39666667,52.0,45.0,500,4.0
Stereochilus_marginatus,Many-lined Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Stereochilus,unknown,1.1,115.0,57.7,57.7,8.2,5.4,3.9,9.2,11.1,0,18,0,0.0,0,0,1,1,50.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,4.5,121,3.4
Taricha_granulosa,Roughskin Newt,LC,stable,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Taricha,unknown,0.8,220.0,73.25,73.25,19,9.638,10.187999999999999,22.488000000000003,23.438000000000002,0,0,0,0.0,0,0,0,0,2800.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,33.985,22.0,15.0,0,2.0
Taricha_rivularis,Redbelly Newt,LC,stable,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Taricha,unknown,0.82,195.0,69.1,69.1,14.75,10.15,10.2,24.95,25.75,0,0,0,0.0,0,0,0,0,450.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,32.93,22.0,0.0,15,2.75
Taricha_sierrae,Sierra Newt,LC,unknown,Taricha_sierra,False,Salamandroidea,Salmandridae,Pleurodelinae,Taricha,unknown,0.73,190.0,80.0,80.0,21,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,16.0,22,2.8
Taricha_torosa,Coast Range Newt,LC,unknown,unknown,False,Salamandroidea,Salmandridae,Pleurodelinae,Taricha,unknown,0.85,200.0,81.0,81.0,22,10.62,11.76,26.35,27.43,0,0,0,0.0,0,0,0,0,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,31.6775,22.0,19.0,23,2.8
Thorius_arboreus,Arboreal minute salamander,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.85,37.0,18.4,20.0,3.1,0.9,0.0,2.2,3.4,0,0,0,0.0,0,1,6,4.5,2755.0,"Terrestrial, Arboreal",Terrestrial,5.0,4.0,0.0,0.0,2.4,0,0.0
Thorius_aureus,Golden thorius,CR,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,1.06,66.2,29.3,34.9,5,1.3,0.0,3.4,3.4,15,0,0,0.0,13.2,5,8,8.5,2930.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.7,0,0.0
Thorius_boreas,unknown,EN,decreasing,unknown,True,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,1.06,71.9,29.9,34.9,4.5,1.5,0.0,3.5,3.9,15,0,0,0.0,0,2.5,9.9,9.3,2950.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,3.5,0,0.0
Thorius_dubitus,Acultzingo Pigmy Salamander ,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Thorius,unknown,0.91,47.9,20.3,21.2,2.84,2.24,2.61,3.18,3.19,14,13,1,0.0,0,1,6,6,2475.0,Terrestrial,Terrestrial,5.0,4.0,0.0,0.0,2.8,0,0.0
