species,common_name,iucn_status_category,population_trend_category,synonyms,missing_seq,suborder,family,subfamily,genus,subgenus,SL_TL_ratio_snoutventtotaillength_ratio,TOTL_mm_totallength_quant,SL_male_mm_snoutventlength_quant,SL_female_mm_snoutventlength_quant,HL_mm_headlength_quant,SE_mm_snouteyelength_quant,BW_mm_bodywidth_quant,FLL_mm_forelimblength_quant,HLL_mm_hindlimblength_quant,presacral_vertebrae_count,costal_grooves_count,subdigitalpad_binary,webbed_toes_binary,maxillary_teeth_binary,premaxillary_teeth_binary,vomerine_teeth_male_binary,vomerine_teeth_female_binary,elevation_m_maxaltitude_quant,habit_category,habitat_cat_course,toes_count,fingers_count,cvalue_quant,ndiploid_count,HW,Clutch size,Egg size
Eurycea_latitans,Cascade Caverns Salamander,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.99,105.5,52.5,52.5,7.18,3.83,3.9,6.53,7.15,17,15,0,0.0,0,18,9,9,420.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Eurycea_longicauda,Longtail Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.53,197.0,60.0,61.0,14,6.06,6.35,14.23,16.46,0,13.5,0,0.0,0,0,12,12,700.0,troglodytic-aquatic-terrestrial,Terrestrial-Aquatic,5.0,4.0,27.35,28.0,8.0,106,3.0
Eurycea_lucifuga,Cave Salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.65,181.0,62.87,62.87,16,8.76,6.38,18.6,20.47,0,14.5,0,1.0,0,0,20,20,730.0,troglodytic-aquatic-terrestrial,Terrestrial-Aquatic,5.0,4.0,20.775,28.0,10.0,120,5.0
Eurycea_multiplicata,Many-ribbed Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.66,105.0,42.0,42.0,10,3.82,3.28,6.19,7.47,0,19.5,0,0.0,0,0,10,10,763.0,troglodytic-aquatic-terrestrial,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,6.0,21,6.0
Eurycea_nana,San Marcos Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.96,56.0,27.5,27.5,5,2.72,2.04,4.44,4.74,0,16.5,0,0.0,0,0,14,14,400.0,Aquatic,Aquatic,5.0,4.0,26.2,0.0,4.5,20,2.0
Eurycea_naufragia,San Gabriel Springs Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.12,50.0,37.95,37.95,0,0.0,0.0,0.0,0.0,17,16,0,0.0,0,0,0,0,280.0,Aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Eurycea_neotenes,Texas Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.18,100.0,32.2,32.2,8,3.28,3.22,5.85,6.85,0,16,0,0.0,0,0,0,0,450.0,troglodytic-aquatic,Aquatic,5.0,4.0,25.8,0.0,6.0,19,2.0
Eurycea_pterophila,Blanco River Springs Salamander,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.06,65.5,33.6,33.6,0,0.0,0.0,0.0,0.0,0,15.5,0,0.0,0,15,10,10,500.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,0.0
Eurycea_quadridigitata,Dwarf Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,0.68,90.0,33.0,33.0,7,3.1,2.39,5.84,7.51,19,15.5,0,0.0,0,0,8,8,200.0,aquatic-terrestrial,Terrestrial-Aquatic,4.0,4.0,24.7,0.0,4.0,59,4.0
Eurycea_rathbuni,Texas Blind Salamander,VU,stable,Typhlomolge_rathbuni,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.26,137.0,76.0,76.0,15,7.5,5.9,19.2,19.1,0,12,0,0.0,0,0,0,0,300.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,13.0,39,0.0
Eurycea_robusta,Blanco Blind Salamander,DD,unknown,unknown,True,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.29,101.0,57.0,57.1,0,0.0,0.0,0.0,0.0,13,12,0,0.0,0,0,0,0,178.0,troglodytic-aquatic,Aquatic,0.0,0.0,0.0,0.0,0.0,0,0.0
Eurycea_sosorum,Barton Springs Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.4,63.0,36.5,36.5,5,2.55,2.25,5.4,5.8,16.5,14.5,0,0.0,0,0,0,0,150.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,4.9,29,0.0
Eurycea_spelaea,Grotto Salamander,LC,unknown,Eurycea_spelaeus; Typhlotriton_spelaeus,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.1,135.0,42.38,42.38,10,4.16,4.41,8.95,9.18,0,17,0,0.0,0,0,0,0,250.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,6.0,13,0.0
Eurycea_tonkawae,Jollyville Plateau Salamander,EN,decreasing,Eurycea_neotenes,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.2,55.0,37.17,37.17,0,0.0,0.0,0.0,0.0,17,15,0,0.0,0,0,0,0,250.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Eurycea_tridentifera,Comal Blind Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.0,85.0,36.4,36.4,7.63,3.53,4.23,8.93,10.13,0,11.5,0,0.0,0,0,0,0,400.0,troglodytic-aquatic,Aquatic,5.0,4.0,26.5,0.0,0.0,18,0.0
Eurycea_troglodytes,Eurycea Troglodytes Complex,DD,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.3,76.2,43.6,43.6,0,0.0,0.0,0.0,0.0,0,14,0,0.0,0,0,0,0,300.0,troglodytic-aquatic,Aquatic,0.0,0.0,0.0,0.0,0.0,0,0.0
Eurycea_tynerensis,Oklahoma Salamander,NT,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.4,105.0,33.25,33.25,5.42,3.08,2.48,4.65,5.08,0,19.5,0,0.0,0,0,0,0,200.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,12,2.0
Eurycea_waterlooensis,Austin Blind Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.2,81.0,35.6,35.6,8.6,0.0,5.7,8.8,11.2,0,12,0,0.0,0,0,0,0,150.0,aquatic,Aquatic,5.0,4.0,0.0,0.0,7.3,0,0.0
Eurycea_wilderae,Blue Ridge Two-lined Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Eurycea,unknown,1.2,121.0,49.0,49.0,6.73,7.85,3.67,16.65,9.98,0,15,0,0.0,0,1,0,0,1525.0,Terrestrial,Terrestrial,5.0,4.0,21.2,0.0,0.0,87,0.0
Gyrinophilus_gulolineatus,Berry Cave Salamander,EN,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Gyrinophilus,unknown,1.4,227.0,122.0,122.0,27.9,0.0,0.0,25.0,28.0,18,17.5,0,0.0,0,27,0,0,300.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,25.5,0,0.0
Gyrinophilus_palleucus,Tennessee Cave Salamander,VU,decreasing,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Gyrinophilus,unknown,1.2,230.0,100.0,100.0,18,0.0,0.0,0.0,0.0,0,18,0,0.0,0,28,17,17,366.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,0.0,0,3.2
Gyrinophilus_porphyriticus,Spring Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Spelerpinae,Gyrinophilus,unknown,1.4,219.0,100.68,100.68,20,10.4,9.81,16.14,19.38,0,18,0,0.0,0,0,0,0,2000.0,terrestrial-troglodytic-aquatic,Terrestrial,5.0,4.0,20.496,28.0,9.5,66,4.0
Gyrinophilus_subterraneus,West Virginia Spring Salamander,EN,unknown,unknown,True,Salamandroidea,Plethodontidae,Spelerpinae,Gyrinophilus,unknown,1.2,180.0,95.0,95.0,19,0.0,0.0,15.0,18.5,18.5,18,0,0.0,0,22,31,31,700.0,troglodytic-aquatic,Aquatic,5.0,4.0,0.0,0.0,13.1,0,0.0
Haideotriton_wallacei,Georgia Blind Salamander,VU,unknown,Eurycea_wallacei,False,Salamandroidea,Plethodontidae,Spelerpinae,Haideotriton,unknown,1.3,75.5,42.0,42.0,12.5,3.1,1.5,6.15,6.55,0,12,0,0.0,0,0,0,0,60.0,troglodytic-aquatic,Aquatic,5.0,4.0,26.4,0.0,8.0,0,0.0
Hemidactylium_scutatum,Four-toed Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Hemidactyliinae,Hemidactylium,unknown,0.75,92.8,42.0,42.0,7.4,4.29,4.18,8.21,9.22,0,13.5,0,0.0,0,4,1,1,1000.0,Terrestrial,Terrestrial,4.0,4.0,32.45,28.0,0.0,30,3.0
Hydromantes_ambrosii,Ambrosi's Cave Salamander,NT,stable,Speleomantes_ambrosii,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.6,123.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,2432.0,Terrestrial-troglodytic,Terrestrial,0.0,0.0,0.0,0.0,0.0,14,6.0
Hydromantes_brunus,Limestone Salamander,VU,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.54,110.0,64.0,64.0,0,0.0,0.0,16.7,17.9,0,13,0,1.0,0,1,P,P,760.0,Terrestrial,Terrestrial,0.0,0.0,0.0,0.0,0.0,0,4.6
Hydromantes_flavus,Monte Albo Cave Salamander,VU,stable,Speleomantes_flavus,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.55,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1040.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Hydromantes_genei,Gene's Cave Salamander,VU,decreasing,Speleomantes_genei; Atylodes_genei,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.2,99.6,70.6,70.6,13.7,9.4,5.7,22.2,22.4,0,0,0,0.0,0,0,0,0,646.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,42.63,0.0,0.0,0,0.0
Hydromantes_imperialis,Imperial Cave Salamander,NT,stable,Speleomantes_imperialis,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.37,150.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1170.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,6.0
Hydromantes_italicus,Italian Cave Salamander,NT,stable,Speleomantes_italicus,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.6,120.0,51.9,51.9,10.74,6.82,4.52,14.72,15.66,0,11,0,1.0,0,0,0,0,1598.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,71.65,28.0,0.0,0,0.0
Hydromantes_platycephalus,Mount Lyell Salamander,LC,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.76,104.0,52.8,52.8,9.6,6.77,5.57,13.0,15.53,0,13,0,1.0,1,0,P,P,3660.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,50.0,28.0,11.0,14,3.8
Hydromantes_sarrabusensis,Sardinian Cave Salamander Hydromantes ,VU,stable,Speleomantes_sarrabusensis,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.09,111.0,58.0,58.0,10.6,0.0,0.0,18.4,19.5,0,0,0,1.0,0,0,0,0,550.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Hydromantes_shastae,Shasta Salamander,VU,stable,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.34,110.0,63.0,63.0,11.4,3.4,0.0,18.8,20.8,0,0,0,1.0,0,1,P,P,900.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,11.0,9,0.0
Hydromantes_strinatii,French Cave Salamander,NT,stable,Speleomantes_strinatii,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.12,123.0,60.0,60.0,0,0.0,0.0,17.5,19.0,0,11,0,1.0,0,0,P,P,1800.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Hydromantes_supramontis,Supramonte Cave Salamander,EN,decreasing,Speleomantes_supramontis,False,Salamandroidea,Plethodontidae,Plethodontinae,Hydromantes,unknown,1.4,135.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1360.0,Terrestrial-troglodytic,Terrestrial,5.0,4.0,0.0,0.0,0.0,0,0.0
Hynobius_abei,Abe's Salamander,CR,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.4,122.0,71.0,71.0,9.633,6.1,8.067,12.867,15.867,0,12,0,0.0,0,0,0,0,0.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,0.0,109,0.0
Hynobius_amjiensis,Amji Hynobiid,CR,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,166.0,86.5,84.5,21.2,0.0,0.0,26.0,29.5,0,13,0,0.0,0,0,P,P,1300.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,19.0,77,0.0
Hynobius_arisanensis,Alisan's Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,115.0,69.0,65.7,15.2,0.0,0.0,16.4,18.7,0,12,0,0.0,0,0,29,29,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,58.0,11.2,8,0.0
Hynobius_boulengeri,Odaigahara Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,201.0,107.0,107.0,0,0.0,0.0,0.0,0.0,0,12.5,0,0.0,0,0,0,0,1500.0,0,0,5.0,4.0,0.0,58.0,0.0,47,0.0
Hynobius_chinensis,Chinese Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,180.8,94.9,94.9,23.2,0.0,0.0,23.6,27.5,0,11,0,0.0,0,0,P,P,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,20.1,0,0.0
Hynobius_dunni,Oita Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.0,160.0,80.0,80.0,11.35,8.1,8.25,18.7,22.25,0,11.5,0,0.0,0,0,0,0,0.0,semiaquatic,Semiaquatic,5.0,4.0,16.88,56.0,0.0,100,0.0
Hynobius_formosanus,Taiwan Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,100.0,61.7,56.7,13.6,0.0,0.0,13.8,15.6,0,11.5,0,0.0,0,0,P,P,2900.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,58.0,9.2,15,4.25
Hynobius_fuca,Taiwan Lesser Salamander,unknown,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.6,88.8,53.4,54.8,13.5,0.0,0.0,11.3,13.2,0,11.5,0,0.0,0,0,P,P,1720.0,semiaquatic,Semiaquatic,4.0,4.0,0.0,0.0,9.2,0,0.0
Hynobius_glacialis,Nanhu Salamander,unknown,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.23,123.9,67.4,65.8,16.1,0.0,0.0,17.4,18.8,0,12,0,0.0,0,0,61,61,3400.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,0.0,11.5,0,0.0
Hynobius_guabangshanensis,Guabangshan Asian Salamander (,DD,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.4,151.0,85.2,87.5,21.6,0.0,0.0,26.7,27.7,0,13,0,0.0,0,0,P,P,800.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,56.0,18.8,90,2.0
Hynobius_hidamontanus,Hakuba Salamander,EN,decreasing,Hynobius_tenuis,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,105.0,58.0,58.0,0,0.0,0.0,0.0,0.0,17.5,12.5,0,0.0,0,0,0,0,1500.0,semiaquatic,Semiaquatic,4.0,4.0,0.0,0.0,0.0,75,0.0
Hynobius_hirosei,unknown,unknown,unknown,unknown,True,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.0,204.51,102.3,98.5,0,3.0,0.0,22.0,27.0,0,13.24,0,0.0,0,0,P,P,0.0,0,0,5.0,4.0,0.0,0.0,14.0,0,0.0
Hynobius_katoi,Akaishi sansho-uo,DD,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,116.86,58.0,63.0,25.2,4.4,0.0,13.9,16.7,0,12.5,0,0.0,0,0,39,39,1200.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,58.0,16.7,0,0.0
Hynobius_kimurae,Hida Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,184.0,97.0,97.0,25.4,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,1000.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,58.0,18.4,51,0.0
Hynobius_leechii,Gensan Salamander,LC,decreasing,Hynobius_manchuricus; Hynobius_mantchuricus,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,110.0,60.0,62.0,14.5,5.675,7.075,10.725,13.0,16,12,0,0.0,0,0,31-36,31-36,850.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,56.0,10.0,125,0.0
Hynobius_lichenatus,Tohoku Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.0,140.0,70.0,70.0,17.3,0.0,0.0,0.0,0.0,0,11,0,0.0,0,0,49,41,1500.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,56.0,13.8,30,0.0
Hynobius_maoershanensis,Maoershan Asian Salamander,LC,unknown,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,160.2,91.0,83.6,23.1,0.0,0.0,29.2,30.5,0,12,0,0.0,0,0,0,0,2000.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,58.0,19.5,45,0.0
Hynobius_naevius,Blotched Salamander,LC,stable,Salamandra_naevia,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,155.0,74.1,74.1,26.4,8.4,9.9,16.5,17.5,16.5,12,0,0.0,0,0,0,0,1000.0,semiaquatic,Semiaquatic,5.0,4.0,20.45,56.0,20.4,36,0.0
Hynobius_nebulosus,Clouded Salamander,LC,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.3,125.0,70.0,70.0,10.15,6.1,7.925,12.275,15.2,0,13,0,0.0,0,0,0,0,300.0,semiaquatic,Semiaquatic,5.0,4.0,19.2,56.0,0.0,140,0.0
Hynobius_nigrescens,Japanese Black Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,190.0,80.0,80.0,12.15,8.05,9.1,19.9,23.1,0,11,0,0.0,0,0,0,0,2500.0,semiqauatic,Semiaquatic,5.0,4.0,0.0,56.0,21.0,140,0.0
Hynobius_okiensis,Oki Salamander,CR,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,133.0,73.0,73.0,0,0.0,0.0,0.0,0.0,0,13.5,0,0.0,0,0,0,0,250.0,semiqauatic,Semiaquatic,5.0,4.0,0.0,56.0,0.0,96,0.0
Hynobius_quelpaertensis,unknown,DD,unknown,Hynobius_quelpartensis,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,131.68,66.6,67.6,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,56.0,0.0,0,0.0
Hynobius_retardatus,Ezo Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,0.74,200.0,85.0,85.0,13,0.0,0.0,0.0,0.0,15,11,0,0.0,0,0,P,P,1000.0,semiaquatic,Semiaquatic,5.0,4.0,16.16,40.0,0.0,150,0.0
Hynobius_sonani,Taichu Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,124.1,66.7,64.4,14.4,0.0,0.0,18.0,20.0,0,12.5,0,0.0,0,0,P,P,3100.0,semiaquatic,Semiaquatic,4.5,4.0,0.0,58.0,11.3,16,5.0
Hynobius_stejnegeri,Amber-coloured Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,146.0,80.5,80.5,14,7.1,6.9,14.2,17.5,0,13,0,0.0,0,0,P,P,1600.0,semiaquatic,Semiaquatic,5.0,4.0,0.0,58.0,0.0,57,0.0
Hynobius_takedai,Hokuriku Salamander,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,124.0,66.8,59.5,13.8,4.3,0.0,16.8,20.2,0,12,0,0.0,0,0,54,44,100.0,semiqauatic,Semiaquatic,5.0,4.0,0.0,56.0,12.8,107,0.0
Hynobius_tokyoensis,Tokyo Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.0,131.73,64.0,66.5,27.5,0.0,0.0,0.0,0.0,0,13,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,56.0,27.5,0,0.0
Hynobius_tsuensis,Tsushima Salamander,LC,stable,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.1,142.0,66.5,66.5,11.86,7.16,8.48,14.16,17.5,0,13,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,16.48,56.0,0.0,0,0.0
Hynobius_turkestanicus,Turkestanian Salamander,DD,unknown,unknown,True,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,0.0,90.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14,0,0.0,0,0,P,P,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Hynobius_yangi,unknown,EN,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,0.0,119.44,62.6,61.4,0,0.0,0.0,0.0,0.0,0,13.5,0,0.0,0,0,0,0,0.0,0,0,4.5,4.0,0.0,56.0,0.0,0,0.0
Hynobius_yatsui,unknown,LC,stable,Hynobius_naevius,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,0.0,116.26,69.6,72.3,0,0.0,0.0,18.075,21.62,0,13,0,0.0,0,0,0,0,0.0,0,0,5.0,4.0,0.0,0.0,0.0,0,0.0
Hynobius_yiwuensis,Yiwu Asian Salamander,VU,decreasing,unknown,False,Cryptobranchoidea,Hynobiidae,unknown,Hynobius,unknown,1.2,136.0,74.0,68.0,19,0.0,0.0,21.0,22.0,0,10.5,0,0.0,0,0,P,P,200.0,"semiaquatic, fossorial",Semiaquatic,5.0,4.0,0.0,56.0,17.0,64,3.0
Ichthyosaura_alpestris,Alpine Newt,LC,decreasing,Triturus_alpestris; Mesotriton_alpestris,False,Salamandroidea,Salmandridae,Pleurodelinae,Ichthyosaura,unknown,1.0,82.475,47.063,47.063,10.463,6.625,7.65,15.837,15.562000000000001,0,0,0,0.0,0,0,1,1,900.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,26.381999999999998,24.0,0.0,198,0.0
Ixalotriton_niger,unknown,CR,decreasing,Pseudoeurycea_nigra; Pseudoeurycea_niger,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Ixalotriton,unknown,0.0,131.59,55.91,55.91,9.14,7.35,6.61,17.24,18.5,0,0,0,0.0,1,1,P,P,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ixalotriton_parvus,unknown,CR,decreasing,Ixalotriton_parva; Pseudoeurycea_parva,False,Salamandroidea,Plethodontidae,Bolitoglossinae,Ixalotriton,unknown,1.2,77.0,38.1,38.1,9.3,2.9,4.3,9.3,10.2,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Karsenia_koreana,Korean crevice salamander,LC,unknown,unknown,False,Salamandroidea,Plethodontidae,Plethodontinae,Karsenia,unknown,1.1,105.6,42.0,42.0,12,4.5,2.5,9.9,12.2,17,14.5,0,1.0,1,7,17.5,17.5,210.0,Terrestrial,Terrestrial,5.0,4.0,52.1,28.0,0.0,0,0.0
Laotriton_laoensis,unknown,DD,unknown,Paramesotriton_laoensis,False,Salamandroidea,Salmandridae,Pleurodelinae,Laotriton,unknown,0.96,198.0,91.5,92.6,30.8,7.5,0.0,34.3,33.7,12,0,0,0.0,0,0,1,1,1100.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,0.0,0.0,24.2,0,0.0
Lissotriton_boscai,Bosca's Newt,LC,stable,Triturus_boscai,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.01,94.0,30.5,30.5,7.875,4.75,3.35,11.3,11.7,0,0,0,0.0,0,0,0,0,1940.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,28.93,24.0,0.0,240,2.0
Lissotriton_helveticus,Palmate Newt,LC,stable,Triturus_helveticus,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.3,95.0,40.4,40.4,9.45,6.125,6.325,14.0,13.65,0,0,0,0.0,0,0,0,0,2200.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.74,24.0,0.0,440,1.8
Lissotriton_italicus,Italian Newt,LC,decreasing,Triturus_italicus,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.08,80.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,1525.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,22.0,0.0,0.0,400,1.5
Lissotriton_montandoni,Carpathian Newt,LC,decreasing,Triturus_montandoni,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.2,100.0,44.3,44.3,9.8,6.5,5.35,15.9,15.25,0,0,0,0.0,0,0,1,1,2000.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,28.125,24.0,0.0,300,0.0
Lissotriton_vulgaris,Smooth Newt,LC,stable,Triturus_vulgaris,False,Salamandroidea,Salmandridae,Pleurodelinae,Lissotriton,unknown,1.07,110.0,40.644,40.644,9.156,5.9,5.388999999999999,13.922,13.9,0,0,0,0.0,0,0,1,1,2150.0,Terrestrial-Aquatic,Terrestrial-Aquatic,5.0,4.0,25.45625,24.0,0.0,300,0.0
